PY,JI,TI,AU,AB,C1,AU_CO,AU1_CO,AUc_CO,N_AU,AU_TW,FU_TW,RP,FU,FX,DE,DI,DT,ID,PU,SO,TC,VL,DB,AU_UN,AUc_UN,Group
2013.0,Anatolia,A crosscultural comparison of memorable tourism experiences of American and Taiwanese college students,Kim J,"This research compares memorable tourism experiences (MTEs) of college students from two countries: the United States and Taiwan. Based on a sample of 599 college students (295 from the United States and 304 from Taiwan), the results showed that five out of the seven MTE factors (hedonism, refreshment, novelty, meaningfulness, and knowledge) were significantly different between the two groups. In addition, the results revealed that the MTE factors of local culture and involvement were perceived to be important by both the groups. The findings of this study highlight which MTE factors should be emphasized upon in designing and promoting tourism programmes for each group separately and which important common factors should be satisfied for all visitors, regardless of cultural orientation. © 2013 © 2013 Taylor & Francis.","Department of International Tourism and Hospitality, International College, I-Shou University, No. 1, Sec. 1, Syuecheng Rd., Dashu District, Kaohsiung, 84001, Taiwan",TAIWAN,TAIWAN,TAIWAN,1,1.0,,"Kim, J.-H.; Department of International Tourism and Hospitality, No. 1, Sec. 1, Syuecheng Rd., Dashu District, Kaohsiung, 84001, Taiwan; 電子郵件: jongkim@isu.edu.tw","National Science CouncilNational Science Council, NSC, NSC101-2410-H-214-005-MY2","Asians who follow Confucian philosophy are inclined to value learning and knowledge. This notion is supported by previous cross-cultural studies. For example, knowledge has been discussed as a major travel motivation for Asian college students (Kim & Jogaratnam, 2002), and appreciating cultural and historical attractions are major tourism activities for Chinese college students (Xu et al., 2009). Conversely, Americans are likely to remember past tourism experiences in which they had hedonistic feelings. NA NA",college students;  cross-cultural study;  memorable tourism experience;  memory;  tourism experience,10.1080/13032917.2012.762586,Article,comparative study;  heritage tourism;  higher education;  memory;  student;  tourist behavior;  travel behavior; Taiwan;  United States,,Anatolia,28,24,scopus,I-SHOU UNIVERSITY,DEPARTMENT OF INTERNATIONAL TOURISM AND HOSPITALITY,A
2015.0,Anatolia,Independent travelling decisionmaking on BB selection exploratory analysis of Chinese travellers to Taiwan,Hsiao T;Chuang C,"Independent travellers who have a greater need for novelty display a preference for staying at bed and breakfast (B&B) establishments. However, few studies have explored B&Bs from the perspective of independent travellers, resulting in a lack of understanding of their B&B needs and how they choose. This study addresses this gap by exploring B&B selection factors for independent travellers. Data were collected from 30 in-depth interviews and 345 questionnaires with Chinese independent travellers visiting Taiwan. The findings explored five factors including friendly service, localization and safety, environmental convenience, ecological conservation and experiential activity. Two market segments were also identified, each with significantly different B&B need characteristics. Appropriate strategies were discussed to reconcile B&B services within each segment. © 2014 Taylor & Francis.","Department of Leisure and Recreation Management, National Kaohsiung University of Hospitality and Tourism, 81271 No.1, Songhe Rd, Xiaogang Dist, Kaohsiung City, Taiwan; Graduate Institute of Travel and Tourism Management, National Kaohsiung University of Hospitality and Tourism, 81271 No.1, Songhe Rd, Xiaogang Dist, Kaohsiung City, Taiwan",TAIWAN;TAIWAN,TAIWAN,TAIWAN,2,1.0,,"Chuang, C.-M.; Graduate Institute of Travel and Tourism Management, 81271 No.1, Songhe Rd, Taiwan","Ministry of EducationMinistry of Education, MOE","A part of the research was supported by The Industry-Academia Collaboration Project of Industrial Park in 2009, Ministry of Education, Taiwan. NA NA NA",bed and breakfast;  cluster analysis;  independent traveller;  Taiwan,10.1080/13032917.2014.976763,Article,activity pattern;  cluster analysis;  decision making;  questionnaire survey;  travel behavior; Taiwan,Routledge,Anatolia,3,26,scopus,NATIONAL KAOHSIUNG UNIVERSITY OF HOSPITALITY AND TOURISM;NATIONAL KAOHSIUNG UNIVERSITY OF HOSPITALITY AND TOURISM,GRADUATE INSTITUTE OF TRAVEL AND TOURISM MANAGEMENT,A
2015.0,Anatolia,Tourist satisfaction with forest recreation experience a segmentbased approach,Lee C,"The purposes of this study are to identify the underlying dimensions of Chinese mainland tourists' satisfaction, to classify Chinese mainland tourists into distinct segments, and to examine the differences in socio-demographic and travelling characteristics among the segments of Chinese mainland tourists in the context of forest recreation tourism. It is concluded that the tourist satisfaction with forest recreation tourism experience is determined by three aspects of a destination: “information services”, “recreation facilities”, and “safety and sustainability”. A segmentation procedure based on these three attribute-level satisfaction factors produces three clusters: “Higher-Satisfied”, “In-Betweeners”, and “Lower-Satisfied”. Socio-demographic characteristics such as age, educational level, and monthly income are found of important value in profiling the three satisfaction segments. The practical implications of this study are discussed. © 2015 Taylor & Francis.","Department of Marketing Management, Shih Chien University, Kaohsiung, Taiwan",TAIWAN,TAIWAN,TAIWAN,1,1.0,,"Lee, C.-F.; Department of Marketing Management, Kaohsiung Campus, Taiwan",,NA NA NA NA,Alishan National Forest Recreation Area;  cluster analysis;  market segmentation;  Taiwan;  tourist satisfaction,10.1080/13032917.2014.997768,Article,cluster analysis;  forest;  recreational facility;  tourist behavior;  tourist destination;  travel behavior; Alishan National Park;  Taiwan,Routledge,Anatolia,15,26,scopus,SHIH CHIEN UNIVERSITY,NOTREPORTED,A
2018.0,Anatolia,Factors for development of bed and breakfast management in Taiwan,Hsiao T;Tsai H;Lockyer T;Sung P;Kuo S,"The Bed & Breakfast industry (B&B) has been over-developed in Taiwan, along with mismanagement of natural resources, thereby damaging environmental and ecological resources in some areas. This study aims to establish assessment indicators for B&B development to be used as a reference in the future. The Delphi method and Analytical Hierarchy Process (AHP) were used to develop an evaluation hierarchy for managing the Taiwan B&B establishments. Results show that natural environmental conditions and tourism resources are the most important factors for selecting a B&B site. Other important factors, according to the rank of their weights, are: relevant regulations and policies, and the status of public infrastructures. The factors identified have implications for management practice, and for supporting establishing of decision-making tools for the government. © 2018, © 2018 Informa UK Limited, trading as Taylor & Francis Group.","Department of Leisure and Recreation Management, National Kaohsiung University of Hospitality and Tourism, Kaohsiung, Taiwan; Department of Tourism & Hospitality Management, University of Waikato, Hamilton, New Zealand; Graduate Institute of Tourism Management, National Kaohsiung University of Hospitality and Tourism, Kaohsiung, Taiwan",TAIWAN;NEW ZEALAND;TAIWAN,TAIWAN,TAIWAN,5,1.0,,"Hsiao, T.-Y.; Department of Leisure and Recreation Management, Taiwan; 電子郵件: tyhsiao@mail.nkuht.edu.tw",,The research was supported by the Taiwan Tourism Bureau of the Ministry of Transportation and Communications. NA NA NA,Analytic Hierarchy Process;  Bed & Breakfast;  Delphi technique,10.1080/13032917.2018.1430043,Article,analytical hierarchy process;  Delphi analysis;  environmental conditions;  hotel industry;  infrastructure;  management practice;  policy development;  regulatory approach;  tourism; Taiwan,Routledge,Anatolia,2,29,scopus,NATIONAL KAOHSIUNG UNIVERSITY OF HOSPITALITY AND TOURISM;UNIVERSITY OF WAIKATO;NATIONAL KAOHSIUNG UNIVERSITY OF HOSPITALITY AND TOURISM,NOTREPORTED,A
2020.0,Ann. Am. Assoc. Geogr.,Pacing for Renewable Energy Development The Developmental State in Taiwans Offshore Wind Power,Chien K,"Since the 2008 global financial crisis, a green economy has been promoted as a way to foster sustainable development and eradicate poverty at the same time. Many states have become more active in investing in renewable technologies and allocating capital to renewable energy development. With the rapid growth of the green economy in East Asian countries (e.g., China, South Korea, and Taiwan), however, there is a strong state presence in green economic development. These East Asian developmental states have gone beyond capital allocation and fostering new technologies. Furthermore, the developmental states have invented or reinvented with new means and measures to intervene in the building of a green economy. This article thus focuses on how the Asian developmental state has evolved through renewable energy development. By employing Taiwan’s offshore wind power development as a case study, this article stresses three main arguments. First, although Taiwan’s developmental state has become more restricted under neoliberalization, policy tools have been reinvented or altered to fulfill the objective of local industrial development in Taiwan. Second, the state intervenes in new energy industry development not merely through policy tools, but also its control over infrastructures. Third, by treating offshore wind power development as a green societal mission, the state is thus able to reunite its developmentalist drive for growth with the rising environmentalist demand for energy transition, sustaining its dominant role in the emerging green economy. Key Words: developmental state, energy transition, infrastructures, offshore wind power, Taiwan. © 2019, © 2019 by American Association of Geographers.","IIBRT Project, National Taiwan University and Department of Geography, National Chang-hua University of Education, Taiwan",TAIWAN;TAIWAN,TAIWAN,TAIWAN,1,1.0,,"Chien, K.-H.; IIBRT Project, Taiwan; 電子郵件: kerhsuanchien@gmail.com",,NA NA NA NA,,10.1080/24694452.2019.1630246,Article,alternative energy;  green economy;  infrastructural development;  offshore structure;  state;  wind farm;  wind power; Taiwan,Taylor and Francis Ltd.,Annals of the American Association of Geographers,6,110,scopus,NATIONAL TAIWAN UNIVERSITY AND DEPARTMENT OF GEOGRAPHY,NOTREPORTED,A
2020.0,Ann. Am. Assoc. Geogr.,Placing Green Energy in the Sea Offshore Wind Farms Dolphins Oysters and the Territorial Politics of the Intertidal Zone in Taiwan,Hung P,"The development of offshore wind farms has been a way for the state to repackage national development projects using green energy discourses. In Taiwan, where the further development of nuclear power is suspended due to public antinuclear sentiment, offshore wind farms have been heavily promoted as a way of meeting electricity demand. The planned site for offshore wind farms, mainly the intertidal zone along the coast of Changhua County, overlaps with both oyster farms and the habitat of Taiwanese humpbacked dolphins, categorized as a critically endangered species by the International Union for Conservation of Nature. This has resulted in a clash between conserving the oyster farming landscape, protecting an endangered species, and developing green energy. Facing this dilemma, pro–wind farm discourses that highlight concerns about global climate change have gradually supplanted those stressing the welfare of oysters and dolphins, even though the latter have been used successfully as local icons by movements opposing previous development projects on the intertidal zone. This article reconsiders the politics of territorialization implied by the “green” label affixed to offshore wind farm projects and other forms of green energy in general. As such, the meaning of offshore wind farms, as a newly discovered energy resource, is intertwined with the changing meanings of both dolphins and oyster farms, as rival nonhuman objects of resource exploitation and natural conservation. The territorialization of such resources in the emerging discursive space of green energy has proceeded via relational placemaking with nonlinear connections among multiple human and nonhuman elements. Key Words: conservation, intertidal zone, landscape, renewable resources, resource frontier. © 2019, © 2019 by American Association of Geographers.","Department of Geography, National Taiwan University, Taiwan",TAIWAN;TAIWAN,TAIWAN,TAIWAN,1,1.0,,"Hung, P.-Y.; Department of Geography, Taiwan; 電子郵件: poyihung@ntu.edu.tw","106-2420-H-002-003, NTU-107L9010","This article is part of a research project supported by the Ministry of Science and Education, Taiwan (Grant No. 106-2420-H-002-003). This work was also financially supported by the NTU Research Center for Future Earth (NTU-107L9010) from The Featured Area Research Center Program within the framework of the Higher Education Sprout Project by the Ministry of Education in Taiwan. I thank Shuo-Bin Su, Yu-Ju Chien, and all of the other research team members, who worked together in rethinking the changing intertidal zone of Changhua. Thanks for the helpful comments from the anonymous reviewers. An earlier version of this work was presented at the 2018 Annual Meeting of the American Association of Geographers, and I thank the session participants for their comments. Particularly for people from my field research, I thank those who provided me with their insights and experiences concerning the changing landscape of the intertidal zone in Taiwan. All errors remain mine. NA NA NA",,10.1080/24694452.2019.1625749,Article,alternative energy;  conservation management;  energy efficiency;  energy resource;  intertidal environment;  offshore structure;  renewable resource;  wind farm;  wind power;  wind turbine; Taiwan; Ostreidae;  Sousa,Taylor and Francis Ltd.,Annals of the American Association of Geographers,5,110,scopus,NATIONAL TAIWAN UNIVERSITY,NOTREPORTED,A
1988.0,Ann. Assoc. Am. Geogr.,Land Use in the Taipei Basin,Williams J;Sutherland C;Chang C,"The Taipei basin's land use is portrayed in a new map that used as its main data source a series of very large scale computer-drawn land use maps that were produced by the Taiwan government to facilitate future land use planning on the island. The new map displays eight major categories of land use at a scale of approximately 1:42,000. With accompanying tables, text, and insets, this map sheet provides a valuable tool for understanding the patterns and processes of urban development and land use change in the Taipei area. © 1988, Taylor & Francis Group, LLC. All rights reserved.","Department of Geography, Michigan State University, East Lansing, MI 48824, United States; Department of Geography, Central Michigan University, Mount Pleasant, MI 48858, United States; Department of Geography, National Taiwan University, Taipei, Taiwan",USA;USA;TAIWAN;TAIWAN,USA,,3,3.0,,,"Ministry of Economic AffairsMinistry of Economic Affairs, MOEA Council of AgricultureCouncil of Agriculture, COA","In the process of compiling and preparing the map, we were fortunate that the Agricultural and Forestry Aerial Survey Institute (AFASI), under the Taiwan Provincial Government, aid- ed us. AFASI is the major mapping agency on Taiwan responsible for the production of basic topographic maps as well as a wide range of thematic maps for the island. By the late 1970s urban and regional planning had acquired great importance in Taiwan, following completion of regional plans for the whole island in 1979 (Chang 1984; Sun and Tsai 1981). Rapid urban and industrial growth was encroaching on agricultural lands at an alarming rate and the government recognized the need for developing the means to protect the existing agricultural base from further losses, or at least from undesired losses of prime agricultural land. The basic objective became control over urban and rural land use changes. To achieve that objective required accurate and up-to-date information about land use in the lowlands of the island. AFASI was charged by the Ministry of Economic Affairs, with the support of the Ministry’s Council for Agricultural Planning & Development (currently the Council of Agriculture under the Executive Yuan), to determine the existing land use patterns for all of the lowlands of Taiwan by the most accurate and rapid means possible and to produce large-scale maps of those patterns for use by agencies concerned with agricultural and other development plans. NA",cartography;  computer mapping;  land use mapping;  Taipei;  Taiwan;  urban development,10.1111/j.1467-8306.1988.tb00212.x,Article,,,Annals of the Association of American Geographers,0,78,scopus,,,A
2012.0,Ann. Assoc. Am. Geogr.,Population Movement and VectorBorne Disease Transmission Differentiating SpatialTemporal Diffusion Patterns of Commuting and Noncommuting Dengue Cases,Wen T;Lin M;Fang C,"Commuters who acquire dengue infections could be an important route for the transmission of the virus from their homes to workplaces. Understanding the effects of routine human movement on dengue transmission can be helpful in identifying high-risk areas for effective intervention. This study investigated the effects of local environmental and demographic characteristics to clarify the role of the daily commute in dengue transmission. We analyzed the clustering patterns of space-time distances between commuting and noncommuting dengue cases from June 2007 to January 2008 in Tainan City, Taiwan. We also analyzed the network topology of space-time distances to identify possible key individuals and conducted time-to-event analysis for geographic diffusion through commuting versus noncommuting dengue cases. Our significant findings indicate that most of the space-time distances of noncommuting cases clustered within 100 m and one week, whereas commuting cases clustered within 2 to 4 km and one to five weeks. Analysis of the temporality of the geographical diffusion by villages showed that commuting cases diffuse more rapidly across villages than noncommuting cases in the late epidemic period. The role of commuting was identified as a significant risk factor contributing to epidemic diffusion (hazard ratio: 3.08, p value < 0.05). Local neighborhood characteristics (number of vacant grounds and empty houses) are independent facilitating factors for diffusion through both noncommuting cases and commuting cases (hazard ratio: 1.035 and 1.022, respectively, both p < 0.05). Higher population density is a significant risk factor only for diffusion through commuters (hazard ratio: 1.174). In summary, noncommuters, mostly elderly adults and housewives, might initiate local outbreaks, whereas commuters carrying the virus to geographically distant areas cause large-scale epidemics. © 2012 Copyright Taylor and Francis Group, LLC.","Department of Geography, College of Science, National Taiwan University, No. 1, Sec. 4, Roosevelt Road, Taipei, 10617, Taiwan; Graduate Institute of Health Policy and Management, College of Public Health, National Taiwan University, No. 17 Xu-Zhou Road, Taipei, 10020, Taiwan; Graduate Institute of Epidemiology and Preventive Medicine, College of Public Health, National Taiwan University, No. 17 Xu-Zhou Road, Taipei, 10020, Taiwan",TAIWAN;TAIWAN;TAIWAN;TAIWAN;TAIWAN;TAIWAN,TAIWAN,TAIWAN,3,1.0,,"Wen, T.-H.; Department of Geography, No. 1, Sec. 4, Roosevelt Road, Taipei, 10617, Taiwan; 電子郵件: wenthung@ntu.edu.tw","National Science CouncilNational Science Council, NSC, 98-2410-H-002-168- MY2 National Taiwan UniversityNational Taiwan University, NTU","This research was supported by grants from the National Science Council (NSC 98-2410-H-002-168- MY2) and financial support provided by the Infectious Diseases Research and Education Center, Department of Health, and National Taiwan University. We would like to thank the health bureaus of the Tainan City government and the Centers for Disease Control in Taiwan for contributing dengue epidemiological data. We also thank Professor Chwan-Chuen King for her constructive suggestions. NA NA",commute;  dengue;  disease transmission risk;  spatial diffusion;  Taiwan,10.1080/00045608.2012.671130,Article,commuting;  dengue fever;  disease transmission;  epidemic;  infectious disease;  population density;  public health;  risk factor;  spatiotemporal analysis; Tainan;  Taiwan,,Annals of the Association of American Geographers,43,102,scopus,NATIONAL TAIWAN UNIVERSITY;NATIONAL TAIWAN UNIVERSITY;NATIONAL TAIWAN UNIVERSITY,NOTREPORTED,A
2010.0,Ann. Carnegie Mus.,LARVA PUPA AND BIOLOGY OF THE CRANE FLY INDOTIPULA DEMARCATA BRUNETTI FROM TAIWAN INSECTA DIPTERA TIPULIDAE,Young C;Chu C,"The external anatomy of the last instar larva and pupa of the crane fly, Indotipula demarcata (Brunetti, 1911) (Diptera: Tipulidae: Tipulinae), is described and illustrated from specimens collected in Taiwan. Comments concerning natural history and microhabitats of larvae are provided. This is the first detailed description with illustrations for the larva and pupa of indotipula Edwards, 1931. Pupal characters resemble those of most species from advanced lineages within the subfamily Tipulinae.","Carnegie Museum Nat Hist, Sect Invertebrate Zool, Pittsburgh, PA 15213 USA.;  Taipei Municipal Jianguo High Sch, Taipei 10066, Taiwan.;",USA;TAIWAN,USA,USA,2,2.0,,"Young, CW (corresponding author), Carnegie Museum Nat Hist, Sect Invertebrate Zool, 4400 Forbes Ave, Pittsburgh, PA 15213 USA.",,,Diptera; Indotipula; larva; pupa; Taiwan; Tipulidae,,Article,,CARNEGIE MUSEUM NATURAL HISTORY,ANNALS OF CARNEGIE MUSEUM,0,78,ISI,TAIPEI MUNICIPAL JIANGUO HIGH SCH,CW (CORRESPONDING AUTHOR),A
2011.0,Ann. Carnegie Mus.,A NEW PHANTOM CRANE FLY INSECTA DIPTERA PTYCHOPTERIDAE BITTACOMORPHINAE FROM TAIWAN,Young C;Fang H,"A new species of phantom crane fly (Diptera: Ptychopteridae: Bittacomorphinae) from Taiwan is described and illustrated. Bittacontorphella lini, new species, is the first record of subfamily Bittacomorphinae from the island of Taiwan and the second species of the subfamily reported from the Oriental Region.","Carnegie Museum Nat Hist, Sect Invertebrate Zool, Pittsburgh, PA 15213 USA.;  Endem Species Res Inst Taiwan, Chichi Township 552, Nantou County, Taiwan.;",USA;TAIWAN,USA,USA,2,2.0,,"Young, CW (corresponding author), Carnegie Museum Nat Hist, Sect Invertebrate Zool, 4400 Forbes Ave, Pittsburgh, PA 15213 USA.",NS [MRI-0821644]; National Geographic SocietyNational Geographic Society [8726-09],"We would like to thank Gaga Lin for sending us the first image of this new species, John E. Rawlins (Carnegie Museum) for comments on a draft of this paper, and to thoughtful input from two anonymous reviewers. This research was supported by Grant #8726-09 (National Geographic Society) to Chen Young. Scanning electron microscopy facilities for this research were funded by NSF grant MRI-0821644 to J.E. Rawlins etal.",Bittacomorphella; phantom crane fly; Ptychopteridae; Taiwan; taxonomy,,Article,,CARNEGIE MUSEUM NATURAL HISTORY,ANNALS OF CARNEGIE MUSEUM,3,80,ISI,ENDEM SPECIES RES INST TAIWAN,CW (CORRESPONDING AUTHOR),A
